title,url,emails
"CONSULTORÍA PARA EL DESARROLLO DE LAS NORMAS, POLÍTICAS, PROCESOS Y CRITERIOS PARA EL ANÁLISIS, INVESTIGACIÓN Y SEGUIMIENTO DEL FRAUDE Y LA CORRUPCIÓN ADMINISTRATIVA, ASÍ COMO EL DISEÑO DE LA ESTRATEGIA ANTIFRAUDE/ANTISOBORNO Y ACOMPAÑAMIENTO EN LA IMPLEM",https://devbusiness.un.org/notices/idb-p2110557,adquisicionesuep@contraloria.gob.do adquisicionesuepcgr@gmail.com adquisicionesuep@contraloria.gob.do
"CONTRATACIÓN DE UNA FIRMA PARA LA ACTUALIZACIÓN DE LAS NORMAS BÁSICAS DE CONTROL INTERNO Y ELABORACIÓN DE LAS COMPLEMENTARIAS SOBRE MEDIO AMBIENTE, CAMBIO CLIMÁTICO, GÉNERO Y DISCAPACIDAD, ASÍ COMO LOS TALLERES DE SENSIBILIZACIÓN Y CAPACITACIÓN A LA CGR Y",https://devbusiness.un.org/notices/idb-p2110555,adquisicionesuep@contraloria.gob.do adquisicionesuepcgr@gmail.com adquisicionesuep@contraloria.gob.do
"CONTRATACIÓN DE UNA FIRMA PARA LA ACTUALIZACIÓN DE LAS NORMAS BÁSICAS DE CONTROL INTERNO Y ELABORACIÓN DE LAS COMPLEMENTARIAS SOBRE MEDIO AMBIENTE, CAMBIO CLIMÁTICO, GÉNERO Y DISCAPACIDAD, ASÍ COMO LOS TALLERES DE SENSIBILIZACIÓN Y CAPACITACIÓN A LA CGR Y",https://devbusiness.un.org/notices/idb-p2110555,adquisicionesuep@contraloria.gob.do adquisicionesuepcgr@gmail.com adquisicionesuep@contraloria.gob.do
CONSULTORÍA PARA EL DESARROLLO DEL PROCESO DE GESTIÓN INTEGRAL DE RIESGOS EN LA ADMINISTRACIÓN FINANCIERA Y SECTORIALES EN LAS INSTITUCIONES BAJO EL ÁMBITO DEL MARCO LEGAL VIGENTE DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,https://devbusiness.un.org/notices/idb-p2110554,adquisicionesuep@contraloria.gob.do adquisicionesuepcgr@gmail.com adquisicionesuep@contraloria.gob.do
"CONTRATACIÓN DE UNA FIRMA PARA EL DISEÑO E IMPLEMENTACIÓN DE LA ESTRATEGIA DE GESTIÓN INTEGRAL DEL CAMBIO Y TRANSFORMACIÓN DIGITAL DE CONTROL INTERNO, AUDITORÍA INTERNA Y AUTORIZACIÓN DE ÓRDENES DE PAGO",https://devbusiness.un.org/notices/idb-p2110553,adquisicionesuep@contraloria.gob.do adquisicionesuepcgr@gmail.com adquisicionesuep@contraloria.gob.do
Purchasing of 80 sets of honey bees and beekeeping equipment for Pasture user unions in targeted project regions,https://devbusiness.un.org/notices/wb-p2111126,muhibullojunaidov@gmail.com cepciptj@gmail.com cepciptj@gmail.com
"Construction of 7 Livestock Collection Center and Fodder Market Shade (3 in Oromia, 3 in Somali and 1 in Southwest Ethiopia)",https://devbusiness.un.org/notices/wb-p2111125,tamrat.terfassa@moa.gov.et
General Procurement Notice (GPN),https://devbusiness.un.org/notices/wb-p2111123,fshahrour@pmof.ps
Recruitment of a Consultant to Develop a Communications Strategy including an Implementation Plan for the Ghana Accreditation Service,https://devbusiness.un.org/notices/wb-p2111122,lateefpro@gmail.com getpprocurement@gmail.com lateefpro@gmail.com
Training Assistant 2,https://devbusiness.un.org/notices/wb-p2111121,procurement@minsapfss-ao.org procurement@minsapfss-ao.org iesminsaude@gmail.com
Recrutement d'un gestionnaire de contrat,https://devbusiness.un.org/notices/wb-p2111120,cspm@ucp.mg procurement.ppsb@ucp.mg. procurement.ppsb@ucp.mg
Recrutement d'un chargé de suivi programmatique de l'UCP,https://devbusiness.un.org/notices/wb-p2111119,cn@ucp.mg procurement.ppsb@ucp.mg. procurement.ppsb@ucp.mg
Consultancy for Market Research in Ghana under the ACET Business Transform (Rwanda),https://devbusiness.un.org/notices/wb-p2111118,anna.rosengren@acetforafrica.org procurement@acetforafrica.org procurement@acetforafrica.org
Consultancy for Investment Promotion for ACET Business Transform (Ghana) Phase 2,https://devbusiness.un.org/notices/wb-p2111117,anna.rosengren@acetforafrica.org procurement@acetforafrica.org procurement@acetforafrica.org
General Procurement Notice (GPN),https://devbusiness.un.org/notices/wb-p2111116,kenengmotjamela@gmail.com Keneng.motjamela@gov.ls
Media promotion,https://devbusiness.un.org/notices/wb-p2111115,hubei3sppmo@qq.com 1930935826@qq.com renjie@cgci.gt.cn
Agricultural ecosystem planning and design,https://devbusiness.un.org/notices/wb-p2111114,hubei3sppmo@qq.com 1930935826@qq.com renjie@cgci.gt.cn
"Procurement of 3,014 No Veterinary Kits for MoLFR FGS and FMS",https://devbusiness.un.org/notices/wb-p2111112,abdullahi.aliabukar114@gmail.com fsrpprocurement@moa.gov.so project.co@moa.gov.so fsrpprocurement@moa.gov.so fsrpprocurement@moa.gov.so project.co@moa.gov.so
"IP and Technology Licensing Expert, African Pharmaceutical Technology Foundation",https://devbusiness.un.org/notices/afdb-p2111133,T.VIOT@AFDB.ORG D.SUMA@AFDB.ORG P.GEHLSAMPATH@AFDB.ORG T.VIOT@AFDB.ORG D.SUMA@AFDB.ORG P.GEHLSAMPATH@AFDB.ORG
"Recruitment of consultant to develop techinical specification and Bid Documents to Supply and Installation of Outboard Electric Motors with Swappable Batteries, Charging Station and Refrigerators for Fish Storage",https://devbusiness.un.org/notices/wb-p2111111,helio.almeida@afap.st aels.procurement@afap.st acreproject@afap.st aels.procurement@afap.st acreproject@afap.st aels.procurement@afap.st acreproject@afap.st
Consultancy service for the Development of Ethiopian Disaster Risk Management Commission's (EDRMC) Digital System for Tracking Progress Made on Disaster Risk Management (DRM),https://devbusiness.un.org/notices/wb-p2111110,amde.yares@gmail.com haile.assefa2023@gmail.com amde.yares@gmail.com
Acquisition de matériels de bureau: store enrouleurs pour fenêtre,https://devbusiness.un.org/notices/wb-p2111109,thierryemm@yahoo.fr thierryemm@yahoo.fr nia.anjaratiana@gmail.com thierryemm@yahoo.fr nia.anjaratiana@gmail.com
"Pharmaceutical Sector Expert, African Pharmaceutical Technology Foundation",https://devbusiness.un.org/notices/afdb-p2111129,T.VIOT@AFDB.ORG D.SUMA@AFDB.ORG P.GEHLSAMPATH@AFDB.ORG T.VIOT@AFDB.ORG D.SUMA@AFDB.ORG P.GEHLSAMPATH@AFDB.ORG
International consultant for the development of the Methodology regarding the institutionalization of Life and business Events,https://devbusiness.un.org/notices/wb-p2111108,procurements@egov.md procurements@egov.md
Providing & installation of Audio conference system for P&D Board - conference room,https://devbusiness.un.org/notices/wb-p2111106,alijalal1@hotmail.com
Providing & installation of video wall solution for P&D Board - conference room,https://devbusiness.un.org/notices/wb-p2111105,alijalal1@hotmail.com
WBGeProcure: Kenya System Loss Reductions Study,https://devbusiness.un.org/notices/wb-p2111104,corporateprocurement@worldbank.org
Implementación Estrategia para el Aumento de Prácticas Favorables a la Lactancia Materna Exclusiva y Continuada en 42 municipios priorizados y seguimiento a la planificación local y al monitoreo de técnicas educativas en 139 municipios,https://devbusiness.un.org/notices/wb-p2111103,proyectocrecersano@mspas.gob.gt
WBGeProcure: Developing ESRM Toolkit and Guidelines for Fiji,https://devbusiness.un.org/notices/wb-p2111102,corporateprocurement@worldbank.org
WBGeProcure: Charging Infrastructure regulatory and policy expert (individual),https://devbusiness.un.org/notices/wb-p2111101,No emails found
WBGeProcure: El Salvador: Identification of complementary improvements to the Apopa bypass,https://devbusiness.un.org/notices/wb-p2111100,No emails found
WBGeProcure: Design and Deliver Information Campaign to Keep Public Awareness on PCGF for Small Farmers,https://devbusiness.un.org/notices/wb-p2111099,corporateprocurement@worldbank.org
UPDATE- Consultancy to hire an implementing partner to conduct English Proficiency training and certification of teachers,https://devbusiness.un.org/notices/wb-p2108850,info@reb.rw eshyaka@reb.rw eshyaka@reb.rw kkayitesi@reb.rw. info@reb.rw eshyaka@reb.rw eshyaka@reb.rw kkayitesi@reb.rw.
CONSULTANCY SERVICES: Technology Transfer Officer-TAAT Maize Compact,https://devbusiness.un.org/notices/afdb-p2111127,procurement@aatf-africa.org m.a.bakare@cgiar.org Procurement@aatf-africa.ord m.a.bakare@cgiar.org
UPDATE-Dive Equipment for MIMRA,https://devbusiness.un.org/notices/wb-p2107685,fsefeti@mimra.com rbituwaqa@mimra.com fsefeti@mimra.com rbituwaqa@mimra.com fsefeti@mimra.com rbituwaqa@mimra.com fsefeti@mimra.com rbituwaqa@mimra.com fsefeti@mimra.com rbituwaqa@mimra.com fsefeti@mimra.com rbituwaqa@mimra.com rbituwaqa@mimra.com
CONSULTANCY SERVICES FOR THE DESIGN AND CONSTRUCTION SUPERVISION OF WORKS TO IMPROVE HEALTHCARE FACILITIES ACROSS SAINT LUCIA,https://devbusiness.un.org/notices/cdb-p2111124,pshealth@govt.lc procurement@caribank.org kemberley.gittens@caribank.org david.louis@govt.lc
Recruitment of a Consulting Firm to conduct the Midterm Review of the Affirmative Finance Action for Women in Africa (AFAWA) Initiative’s Guarantee for Growth (G4G) Program and the Gender Equality Trust Fund (GETF) of the African Development Bank Group,https://devbusiness.un.org/notices/afdb-p2111113,b.jones@afdb.org m.basque-roux@afdb.org a.m.hamza@afdb.org b.diallo@afdb.org
UPDATE- Construction of Sun road east extension (East-West),https://devbusiness.un.org/notices/wb-p2096118,oyumaa@usut.mn oyumaa@usut.mn oyumaa@usut.mn oyumaa@usut.mn oyumaa@usut.mn
Firm 4: Impact Evaluation–Tea,https://devbusiness.un.org/notices/adb-p2111098,No emails found
1A - Capacity building,https://devbusiness.un.org/notices/adb-p2111097,No emails found
CS-06 Investor Promotion and Transaction Advisory Consultant,https://devbusiness.un.org/notices/adb-p2111096,No emails found
Output 3 - Community Awareness and Sensitization Programs on Compact Urban Development,https://devbusiness.un.org/notices/adb-p2111095,No emails found
